 31517002  N.L.Maidana+  1998  55-CS-138  MXW  -- 2.53E-02  NAN 2.64E-01 1.50E-02
 22174002     H.Harada+  1990  55-CS-138  SPA  -- 2.53E-02  NAN 2.50E-01 1.30E-02
 22174004     H.Harada+  1990  55-CS-138  SPA  -- 2.53E-02  NAN 2.90E-01 2.00E-02
 22737004     T.Sekine+  1993  55-CS-138  SPA  -- 2.53E-02  NAN 2.90E-01 2.00E-02
 22649003       H.Wada+  2000  55-CS-138  SPA  -- 2.53E-02  NAN 3.00E-01 2.00E-02
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year          sf4  sf8    sf9       en  den    ydata   yddata
 22649004         H.Wada+  2000    55-CS-138   --  RECOM 2.53E-02  NAN 2.70E-01 3.00E-02
 22649005         H.Wada+  2000    55-CS-138  SPA  RECOM 2.53E-02  NAN 2.90E-01 2.00E-02
 V1002083  S.F.Mughabghab  2006  55-CS-138-G   --  RECOM 2.53E-02  NAN 2.70E-01 3.00E-02



56-Ba-0 (n,g)
# no Evaluated data
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset  firstauthor  year sf4  sf8 sf9       en  den    ydata   yddata
 12616019   J.Coltman+  1946  --  MXW  -- 2.53E-02  NAN 1.30E+00 1.00E-01
 11047062  H.Pomerance  1951  --  MXW  -- 2.53E-02  NAN 1.05E+00 5.25E-02
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year sf4 sf8    sf9       en  den    ydata   yddata
 V1002084  S.F.Mughabghab  2006  --  --  RECOM 2.53E-02  NAN 1.20E+00 1.00E-01



56-Ba-130 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     8.10E+00 (+/-  1.90E-01)   |          NAN  (+/-       NAN)
# EXFOR data mean
#     8.00E+00 (+/-  1.90E-01)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
  dataset        firstauthor  year        sf4 sf8 sf9       en  den    ydata   yddata
 23266110  F.Farina arbocco+  2013  56-BA-131  --  -- 2.53E-02  NAN 8.00E+00 1.90E-01
 23266111  F.Farina arbocco+  2013  56-BA-131  --  -- 2.53E-02  NAN 8.19E+00      NAN
 23266111  F.Farina arbocco+  2013  56-BA-131  --  -- 2.53E-02  NAN 8.44E+00      NAN
 23266111  F.Farina arbocco+  2013  56-BA-131  --  -- 2.53E-02  NAN 7.89E+00      NAN
 23266111  F.Farina arbocco+  2013  56-BA-131  --  -- 2.53E-02  NAN 8.00E+00      NAN
 23266111  F.Farina arbocco+  2013  56-BA-131  --  -- 2.53E-02  NAN 7.72E+00      NAN
 23266111  F.Farina arbocco+  2013  56-BA-131  --  -- 2.53E-02  NAN 7.82E+00      NAN
 23266111  F.Farina arbocco+  2013  56-BA-131  --  -- 2.53E-02  NAN 7.97E+00      NAN
 23266111  F.Farina arbocco+  2013  56-BA-131  --  -- 2.53E-02  NAN 8.04E+00      NAN
 23266111  F.Farina arbocco+  2013  56-BA-131  --  -- 2.53E-02  NAN 7.94E+00      NAN
 23266111  F.Farina arbocco+  2013  56-BA-131  --  -- 2.53E-02  NAN 8.13E+00      NAN
 23266111  F.Farina arbocco+  2013  56-BA-131  --  -- 2.53E-02  NAN 7.92E+00      NAN
 23266111  F.Farina arbocco+  2013  56-BA-131  --  -- 2.53E-02  NAN 7.97E+00      NAN
# ------ MXW/SPA data ------
  dataset      firstauthor  year          sf4  sf8 sf9       en  den    ydata   yddata
 11817010         H.Arino+  1964  56-BA-131-G  MXW  -- 2.53E-02  NAN 1.37E+01 2.20E+00
 14340003  A.Y.Dauenhauer+  2012  56-BA-131-G  MXW  -- 2.53E-02  NAN 7.15E+00 3.40E-01
 12866120         R.E.Heft  1978  56-BA-131-G  SPA  -- 2.50E-02  NAN 6.52E+00 4.00E-01
 11817011         H.Arino+  1964  56-BA-131-M  MXW  -- 2.53E-02  NAN 2.52E+00      NAN
 14340002  A.Y.Dauenhauer+  2012  56-BA-131-M  MXW  -- 2.53E-02  NAN 5.96E-01 3.70E-02
 11625022         W.S.Lyon  1960  56-BA-131-M  SPA  -- 2.53E-02  NAN 8.80E+00 8.80E-01
 11927011     R.S.Tilbury+  1968  56-BA-131-M  SPA  -- 2.53E-02  NAN 2.50E+00 3.00E-01
 12866118         R.E.Heft  1978  56-BA-131-M  SPA  -- 2.50E-02  NAN 9.80E-01 5.00E-02
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year          sf4 sf8    sf9       en  den    ydata   yddata
 V1002086  S.F.Mughabghab  2006    56-BA-131  --  RECOM 2.53E-02  NAN 8.70E+00 9.00E-01
 V1002086  S.F.Mughabghab  2006  56-BA-131-G  --  RECOM 2.53E-02  NAN 7.70E+00 9.00E-01
 V1002086  S.F.Mughabghab  2006  56-BA-131-M  --  RECOM 2.53E-02  NAN 9.80E-01 5.00E-02



56-Ba-132 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     8.20E+00 (+/-  3.00E-01)   |          NAN  (+/-       NAN)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     6.00E+00 (+/-       NAN)
# ------ EXFOR data ------
  dataset        firstauthor  year          sf4 sf8 sf9       en  den    ydata   yddata
 23488058        F.De corte+  1988  56-BA-133-M  --  -- 2.53E-02  NAN 8.40E-01 1.26E-02
 23266114  F.Farina arbocco+  2013  56-BA-133-M  --  -- 2.53E-02  NAN 7.50E-01 1.00E-02
 23266115  F.Farina arbocco+  2013  56-BA-133-M  --  -- 2.53E-02  NAN 7.50E-01      NAN
# ------ MXW/SPA data ------
  dataset      firstauthor  year          sf4  sf8 sf9       en  den    ydata   yddata
 12037002        S.Katcoff  1947    56-BA-133  SPA  -- 2.53E-02  NAN 6.00E+00      NAN
 14340005  A.Y.Dauenhauer+  2012  56-BA-133-G  MXW  -- 2.53E-02  NAN 7.51E+00 3.20E-01
 12019003         W.S.Lyon  1963  56-BA-133-G  SPA  -- 2.53E-02  NAN 6.50E+00      NAN
 31246008        H.S.Hans+  1960  56-BA-133-M  MXW  -- 2.53E-02  NAN 4.10E+00 1.50E+00
 14340004  A.Y.Dauenhauer+  2012  56-BA-133-M  MXW  -- 2.53E-02  NAN 5.82E-01 2.90E-02
 31249004      S.K.Mangal+  1963  56-BA-133-M  SPA  -- 2.53E-02  NAN 1.50E-01      NAN
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year          sf4 sf8    sf9       en  den    ydata   yddata
 V1002089  S.F.Mughabghab  2006  56-BA-133-G  --  RECOM 2.53E-02  NAN 6.50E+00 8.00E-01
 V1002089  S.F.Mughabghab  2006  56-BA-133-M  --  RECOM 2.53E-02  NAN 5.00E-01      NAN



56-Ba-133 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     3.00E+00 (+/-       NAN)   |          NAN  (+/-       NAN)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4 sf8    sf9       en      den    ydata   yddata
 V1002091  S.F.Mughabghab  2006  56-BA-134  --   CALC 2.53E-02      NAN 4.20E+00 1.50E+00
 41103005   S.M.Masyanov+  1990  56-BA-134  --  DERIV 2.53E-02 2.90E-08 3.60E+00 1.30E+00



56-Ba-134 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     1.50E+00 (+/-  3.00E-01)   |          NAN  (+/-       NAN)
# EXFOR data mean
#     1.40E+00 (+/-  4.00E-01)
# EXFOR MXW/SPA data mean
#     9.70E-01 (+/-  1.01E+00)
# ------ EXFOR data ------
  dataset        firstauthor  year          sf4 sf8 sf9       en  den    ydata   yddata
 41159002    V.A.Bondarenko+  1993    56-BA-135  --  -- 2.53E-02  NAN 1.40E+00 4.00E-01
 41159003    V.A.Bondarenko+  1993  56-BA-135-M  --  -- 2.53E-02  NAN 1.10E-01 2.00E-02
 23266118  F.Farina arbocco+  2013  56-BA-135-M  --  -- 2.53E-02  NAN 5.90E-02 1.00E-03
 23266119  F.Farina arbocco+  2013  56-BA-135-M  --  -- 2.53E-02  NAN 5.90E-02      NAN
 23260111  F.Farina arbocco+  2014  56-BA-135-M  --  -- 2.53E-02  NAN 5.40E-02 1.00E-03
 23260112  F.Farina arbocco+  2014  56-BA-135-M  --  -- 2.53E-02  NAN 5.40E-02      NAN
# ------ MXW/SPA data ------
  dataset      firstauthor  year          sf4  sf8 sf9       en  den     ydata   yddata
 11507068      H.Pomerance  1952    56-BA-135  MXW  -- 2.53E-02  NAN  2.00E+00 2.00E+00
 12866122         R.E.Heft  1978    56-BA-135  SPA  -- 2.50E-02  NAN -6.00E-02 3.00E-02
 31246009        H.S.Hans+  1960  56-BA-135-M  MXW  -- 2.53E-02  NAN  5.00E-02 5.10E-04
 14340006  A.Y.Dauenhauer+  2012  56-BA-135-M  MXW  -- 2.53E-02  NAN  3.34E-02 2.40E-03
 31249005      S.K.Mangal+  1963  56-BA-135-M  SPA  -- 2.53E-02  NAN  1.58E-01 2.37E-02
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year          sf4 sf8    sf9       en  den    ydata   yddata
 V1002093  S.F.Mughabghab  2006    56-BA-135  --  RECOM 2.53E-02  NAN 1.50E+00 3.00E-01
 V1002093  S.F.Mughabghab  2006  56-BA-135-M  --  RECOM 2.53E-02  NAN 1.34E-01 2.40E-02



56-Ba-135 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     5.80E+00 (+/-  9.00E-01)   |          NAN  (+/-       NAN)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     5.60E+00 (+/-  8.40E-01)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset  firstauthor  year        sf4  sf8 sf9       en  den    ydata   yddata
 11507069  H.Pomerance  1952  56-BA-136  MXW  -- 2.53E-02  NAN 5.60E+00 8.40E-01
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year          sf4 sf8    sf9       en  den    ydata   yddata
 V1002096  S.F.Mughabghab  2006    56-BA-136  --  RECOM 2.53E-02  NAN 5.80E+00 9.00E-01
 V1002096  S.F.Mughabghab  2006  56-BA-136-M  --  RECOM 2.53E-02  NAN 1.39E-02 7.00E-04



56-Ba-136 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     6.80E-01 (+/-  1.70E-01)   |          NAN  (+/-       NAN)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     4.25E-01 (+/-  2.25E-01)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset      firstauthor  year          sf4  sf8 sf9       en  den    ydata   yddata
 11507070      H.Pomerance  1952    56-BA-137  MXW  -- 2.53E-02  NAN 4.00E-01 4.00E-01
 30681003      J.Honzatko+  1982    56-BA-137  SPA  -- 2.53E-02  NAN 4.50E-01 5.00E-02
 31246010        H.S.Hans+  1960  56-BA-137-M  MXW  -- 2.53E-02  NAN 1.60E-02 5.00E-03
 11832007      H.H.Kramer+  1965  56-BA-137-M  MXW  -- 2.53E-02  NAN 1.10E-02 1.10E-03
 21403008   A.Foglio para+  1967  56-BA-137-M  MXW  -- 2.53E-02  NAN 9.50E-03 1.00E-03
 14340007  A.Y.Dauenhauer+  2012  56-BA-137-M  MXW  -- 2.53E-02  NAN 2.87E-02 5.70E-03
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year          sf4 sf8    sf9       en  den    ydata   yddata
 V1002099  S.F.Mughabghab  2006    56-BA-137  --  RECOM 2.53E-02  NAN 6.80E-01 1.70E-01
 V1002099  S.F.Mughabghab  2006  56-BA-137-G  --  RECOM 2.53E-02  NAN 6.70E-01 1.70E-01
 V1002099  S.F.Mughabghab  2006  56-BA-137-M  --  RECOM 2.53E-02  NAN 1.00E-02 1.00E-03



56-Ba-137 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     3.60E+00 (+/-  2.00E-01)   |          NAN  (+/-       NAN)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     4.90E+00 (+/-  3.92E-01)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset  firstauthor  year        sf4  sf8 sf9       en  den    ydata   yddata
 11507071  H.Pomerance  1952  56-BA-138  MXW  -- 2.53E-02  NAN 4.90E+00 3.92E-01
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4 sf8    sf9       en  den    ydata   yddata
 V1002102  S.F.Mughabghab  2006  56-BA-138  --  RECOM 2.53E-02  NAN 3.60E+00 2.00E-01



56-Ba-138 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     4.04E-01 (+/-  1.00E-02)   |          NAN  (+/-       NAN)
# EXFOR data mean
#     4.43E-01 (+/-  1.40E-02)
# EXFOR MXW/SPA data mean
#     4.34E-01 (+/-  4.80E-02)
# ------ EXFOR data ------
  dataset        firstauthor  year        sf4 sf8 sf9       en  den    ydata   yddata
 10662012          G.Gleason  1977  56-BA-139  --  -- 2.53E-02  NAN 4.70E-01 2.00E-02
 23488059        F.De corte+  1988  56-BA-139  --  -- 2.53E-02  NAN 4.05E-01 5.67E-03
 31698010      B.J.B.Nyarko+  2010  56-BA-139  --  -- 2.53E-02  NAN 5.80E-01 1.00E-02
 31700002      S.E.Agbemava+  2011  56-BA-139  --  -- 2.53E-02  NAN 5.30E-01 1.91E-02
 23266122  F.Farina arbocco+  2013  56-BA-139  --  -- 2.53E-02  NAN 4.03E-01 1.00E-03
 23266123  F.Farina arbocco+  2013  56-BA-139  --  -- 2.53E-02  NAN 4.03E-01      NAN
 23266123  F.Farina arbocco+  2013  56-BA-139  --  -- 2.53E-02  NAN 4.02E-01      NAN
 33097002       P.Panikkath+  2016  56-BA-139  --  -- 2.53E-02  NAN 4.10E-01 2.31E-02
 33097003       P.Panikkath+  2016  56-BA-139  --  -- 2.53E-02  NAN 3.86E-01 1.90E-02
# ------ MXW/SPA data ------
  dataset      firstauthor  year        sf4  sf8 sf9       en  den    ydata   yddata
 11447093         L.Seren+  1947  56-BA-139  MXW  -- 2.53E-02  NAN 5.11E-01 1.02E-01
 11507072      H.Pomerance  1952  56-BA-139  MXW  -- 2.53E-02  NAN 6.80E-01 1.02E-01
 11817030         H.Arino+  1964  56-BA-139  MXW  -- 2.53E-02  NAN 4.06E-01      NAN
 11832008      H.H.Kramer+  1965  56-BA-139  MXW  -- 2.53E-02  NAN 3.60E-01 3.60E-02
 14340008  A.Y.Dauenhauer+  2012  56-BA-139  MXW  -- 2.53E-02  NAN 4.04E-01 1.80E-02
 11625023         W.S.Lyon  1960  56-BA-139  SPA  -- 2.53E-02  NAN 2.30E-01 2.30E-02
 12866124         R.E.Heft  1978  56-BA-139  SPA  -- 2.50E-02  NAN 4.47E-01 7.00E-03
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4 sf8    sf9       en  den    ydata   yddata
 V1002105  S.F.Mughabghab  2006  56-BA-139  --  RECOM 2.53E-02  NAN 4.04E-01 4.00E-02



56-Ba-139 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     6.20E+00 (+/-  1.60E+00)   |          NAN  (+/-       NAN)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     4.70E+00 (+/-  1.20E+00)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset firstauthor  year        sf4  sf8 sf9       en  den    ydata   yddata
 13494002   L.Yaffee+  1949  56-BA-140  SPA  -- 2.53E-02  NAN 4.70E+00 1.20E+00
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4 sf8    sf9       en  den    ydata   yddata
 V1002108  S.F.Mughabghab  2006  56-BA-140  --  RECOM 2.53E-02  NAN 6.20E+00 1.60E+00



56-Ba-140 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     1.60E+00 (+/-  3.00E-01)   |          NAN  (+/-       NAN)
# EXFOR data mean
#     1.57E+00 (+/-  3.00E-01)
# EXFOR MXW/SPA data mean
#     2.00E+01 (+/-       NAN)
# ------ EXFOR data ------
  dataset  firstauthor  year        sf4 sf8 sf9       en  den    ydata   yddata
 10348002  J.Halperin+  1967  56-BA-141  --  -- 2.53E-02  NAN 1.57E+00 3.00E-01
# ------ MXW/SPA data ------
  dataset    firstauthor  year        sf4  sf8 sf9       en  den    ydata  yddata
 12011002  T.A.Eastwood+  1958  56-BA-141  SPA  -- 2.53E-02  NAN 2.00E+01     NAN
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4 sf8    sf9       en  den    ydata   yddata
 V1002109  S.F.Mughabghab  2006  56-BA-141  --  RECOM 2.53E-02  NAN 1.60E+00 3.00E-01



57-La-0 (n,g)
# no Evaluated data
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year sf4 sf8    sf9       en  den    ydata   yddata
 V1002111  S.F.Mughabghab  2006  --  --  RECOM 2.53E-02  NAN 9.04E+00 4.00E-02



57-La-138 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#          NAN (+/-       NAN)   |     5.72E+01  (+/-  5.70E+00)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     5.72E+01 (+/-  5.70E+00)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset firstauthor  year        sf4  sf8 sf9       en  den    ydata   yddata
 20666002  H.Michael+  1976  57-LA-139  MXW  -- 2.53E-02  NAN 5.72E+01 5.70E+00
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4 sf8    sf9       en  den    ydata   yddata
 V1002114  S.F.Mughabghab  2006  57-LA-139  --  RECOM 2.53E-02  NAN 5.72E+01 5.70E+00



57-La-139 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#          NAN (+/-       NAN)   |     9.21E+00  (+/-  4.00E-02)
# EXFOR data mean
#     9.19E+00 (+/-  2.23E-01)
# EXFOR MXW/SPA data mean
#     8.89E+00 (+/-  5.28E-01)
# ------ EXFOR data ------
  dataset         firstauthor  year        sf4 sf8 sf9       en  den    ydata   yddata
 21420006          P.Benoist+  1951  57-LA-140  --  -- 2.53E-02  NAN 8.35E+00 1.00E-01
 10085003     H.A.O'brien jr+  1967  57-LA-140  --  -- 2.53E-02  NAN 9.50E+00 5.00E-01
 20791014           T.B.Ryves  1971  57-LA-140  --  -- 2.53E-02  NAN 9.03E+00 2.54E-01
 20610004          W.Mannhart  1975  57-LA-140  --  -- 2.53E-02  NAN 8.93E+00 3.60E-02
 23488060         F.De corte+  1988  57-LA-140  --  -- 2.53E-02  NAN 9.43E+00 9.43E-02
 23266126   F.Farina arbocco+  2013  57-LA-140  --  -- 2.53E-02  NAN 9.25E+00 4.00E-02
 23266127   F.Farina arbocco+  2013  57-LA-140  --  -- 2.53E-02  NAN 9.22E+00      NAN
 23266127   F.Farina arbocco+  2013  57-LA-140  --  -- 2.53E-02  NAN 9.23E+00      NAN
 23266127   F.Farina arbocco+  2013  57-LA-140  --  -- 2.53E-02  NAN 9.16E+00      NAN
 23266127   F.Farina arbocco+  2013  57-LA-140  --  -- 2.53E-02  NAN 9.27E+00      NAN
 23266127   F.Farina arbocco+  2013  57-LA-140  --  -- 2.53E-02  NAN 9.24E+00      NAN
 23266127   F.Farina arbocco+  2013  57-LA-140  --  -- 2.53E-02  NAN 9.27E+00      NAN
 23266127   F.Farina arbocco+  2013  57-LA-140  --  -- 2.53E-02  NAN 9.22E+00      NAN
 23266127   F.Farina arbocco+  2013  57-LA-140  --  -- 2.53E-02  NAN 9.29E+00      NAN
 23266127   F.Farina arbocco+  2013  57-LA-140  --  -- 2.53E-02  NAN 9.30E+00      NAN
 30835002         V.D.Nguyen+  2014  57-LA-140  --  -- 2.53E-02  NAN 9.16E+00 3.60E-01
 33109002  Priyada Panikkath+  2017  57-LA-140  --  -- 2.53E-02  NAN 9.28E+00 3.70E-01
 33109003  Priyada Panikkath+  2017  57-LA-140  --  -- 2.53E-02  NAN 9.24E+00 2.54E-01
# ------ MXW/SPA data ------
  dataset      firstauthor  year        sf4  sf8 sf9       en  den    ydata   yddata
 11047063      H.Pomerance  1951  57-LA-140  MXW  -- 2.53E-02  NAN 8.80E+00 4.40E-01
 21469009      J.D.Cummins  1957  57-LA-140  MXW  -- 2.53E-02  NAN 9.10E+00 2.00E-01
 10085002  H.A.O'brien jr+  1967  57-LA-140  MXW  -- 2.53E-02  NAN 9.60E+00      NAN
 10644035        G.Gleason  1975  57-LA-140  MXW  -- 2.53E-02  NAN 9.15E+00 2.50E-01
 20853008        M.Takiue+  1978  57-LA-140  MXW  -- 2.53E-02  NAN 8.63E+00 3.40E-01
 11447094         L.Seren+  1947  57-LA-140  SPA  -- 2.53E-02  NAN 8.40E+00 1.68E+00
 11528035      S.P.Harris+  1950  57-LA-140  SPA  -- 2.53E-02  NAN 9.01E+00 4.51E-01
 11625024         W.S.Lyon  1960  57-LA-140  SPA  -- 2.53E-02  NAN 8.10E+00 8.10E-01
 12866126         R.E.Heft  1978  57-LA-140  SPA  -- 2.50E-02  NAN 9.18E+00 5.00E-02
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4 sf8    sf9       en  den    ydata   yddata
 31795007      A.M.Hurst+  2019  57-LA-140  --  DERIV 2.53E-02  NAN 9.36E+00 7.40E-01
 V1002116  S.F.Mughabghab  2006  57-LA-140  --  RECOM 2.53E-02  NAN 9.04E+00 4.00E-02



57-La-140 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     2.70E+00 (+/-  3.00E-01)   |          NAN  (+/-       NAN)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     2.70E+00 (+/-  3.00E-01)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset      firstauthor  year        sf4  sf8 sf9       en  den    ydata   yddata
 10085005  H.A.O'brien jr+  1967  57-LA-141  MXW  -- 2.53E-02  NAN 2.70E+00 3.00E-01
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4 sf8    sf9       en  den    ydata   yddata
 V1002119  S.F.Mughabghab  2006  57-LA-141  --  RECOM 2.53E-02  NAN 2.70E+00 3.00E-01



58-Ce-0 (n,g)
# no Evaluated data
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset  firstauthor  year sf4  sf8 sf9       en  den    ydata   yddata
 11047064  H.Pomerance  1951  --  MXW  -- 2.53E-02  NAN 8.00E-01 8.00E-02
 11528036  S.P.Harris+  1950  --  SPA  -- 2.53E-02  NAN 6.50E-01      NAN
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year sf4 sf8    sf9       en  den    ydata   yddata
 V1002121  S.F.Mughabghab  2006  --  --  RECOM 2.53E-02  NAN 6.30E-01 4.00E-02



58-Ce-136 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     4.25E+00 (+/-  1.80E-01)   |          NAN  (+/-       NAN)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     1.60E+01 (+/-  2.50E+01)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset  firstauthor  year          sf4  sf8 sf9       en  den    ydata   yddata
 11507073  H.Pomerance  1952    58-CE-137  MXW  -- 2.53E-02  NAN 2.50E+01 2.50E+01
 12062002   A.R.Brosi+  1956    58-CE-137  MXW  -- 2.53E-02  NAN 7.00E+00      NAN
 12062002   A.R.Brosi+  1956  58-CE-137-G  MXW  -- 2.53E-02  NAN 6.30E+00      NAN
 14346003    S.Torrel+  2012  58-CE-137-G  MXW  -- 2.50E-02  NAN 3.91E+00 1.80E-01
 14346002    S.Torrel+  2012  58-CE-137-M  MXW  -- 2.50E-02  NAN 3.44E-01 1.60E-02
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year          sf4 sf8    sf9       en  den    ydata   yddata
 V1002123  S.F.Mughabghab  2006    58-CE-137  --  RECOM 2.53E-02  NAN 7.45E+00 1.00E+00
 V1002123  S.F.Mughabghab  2006  58-CE-137-G  --  RECOM 2.53E-02  NAN 6.50E+00 1.00E+00
 V1002123  S.F.Mughabghab  2006  58-CE-137-M  --  RECOM 2.53E-02  NAN 9.50E-01 2.50E-01



58-Ce-138 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     1.03E+00 (+/-  5.00E-02)   |          NAN  (+/-       NAN)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     1.70E+02 (+/-  3.10E+00)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset   firstauthor  year          sf4  sf8 sf9       en  den    ydata   yddata
 11507074   H.Pomerance  1952    58-CE-139  MXW  -- 2.53E-02  NAN 8.70E+00 6.09E+00
 10839002    R.Rundberg  1978    58-CE-139  MXW  -- 2.53E-02  NAN 5.00E+02      NAN
 12866128      R.E.Heft  1978    58-CE-139  SPA  -- 2.50E-02  NAN 1.02E+00 1.20E-01
 11994008      M.Sehgal  1962  58-CE-139-G  MXW  -- 2.53E-02  NAN 1.26E+00 2.00E-01
 14346005     S.Torrel+  2012  58-CE-139-G  MXW  -- 2.50E-02  NAN 9.80E-01 5.00E-02
 12063002  B.H.Ketelle+  1956  58-CE-139-G  SPA  -- 2.53E-02  NAN 1.00E+00      NAN
 11994009      M.Sehgal  1962  58-CE-139-M  MXW  -- 2.53E-02  NAN 1.80E-02 5.00E-03
 14346004     S.Torrel+  2012  58-CE-139-M  MXW  -- 2.50E-02  NAN 4.70E-02 2.00E-02
 12063003  B.H.Ketelle+  1956  58-CE-139-M  SPA  -- 2.53E-02  NAN 7.00E-03      NAN
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year          sf4 sf8    sf9       en  den    ydata   yddata
 V1002125  S.F.Mughabghab  2006  58-CE-139-G  --  RECOM 2.53E-02  NAN 1.02E+00 2.40E-01
 V1002125  S.F.Mughabghab  2006  58-CE-139-M  --  RECOM 2.53E-02  NAN 1.50E-02 5.00E-03



58-Ce-139 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     5.00E+02 (+/-       NAN)   |          NAN  (+/-       NAN)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year        sf4 sf8    sf9       en  den    ydata  yddata
 V1002127  S.F.Mughabghab  2006  58-CE-140  --  RECOM 2.53E-02  NAN 5.00E+02     NAN



58-Ce-140 (n,g)
# Evaluated data
# Maxw.(n,g)                     |  (n,g)
#     5.10E-01 (+/-  2.00E-02)   |          NAN  (+/-       NAN)
# EXFOR data mean
#     5.34E-01 (+/-  1.38E-02)
# EXFOR MXW/SPA data mean
#     4.86E-01 (+/-  4.30E-02)
# ------ EXFOR data ------
  dataset         firstauthor  year        sf4 sf8 sf9       en  den    ydata   yddata
 20644011            A.Alian+  1973  58-CE-141  --  -- 2.53E-02  NAN 6.80E-01      NAN
